chromosome	start	end	segVal	sample
12	29610001	31410000	5.62467409787389	IM_158
12	31410001	33060000	7.03886899120377	IM_158
12	33060001	33660000	5.60656857530872	IM_158
12	33660001	40200000	3.90486793677827	IM_158
12	40200001	40680000	5.71705341677196	IM_158
12	40680001	48060000	4.06278999776631	IM_158
12	48060001	48330000	6.85885657824001	IM_158
12	48360001	98970000	4.14251523762294	IM_158
12	98970001	99540000	2.25602160676007	IM_158
12	99540001	121740000	4.27511341622034	IM_158
12	121740001	124350000	5.12331623139244	IM_158
12	124350001	131640000	3.87985257984881	IM_158
12	131640001	132180000	2.43280539896901	IM_158
12	132180001	133830000	4.18595497750525	IM_158
13	19530001	20280000	2.78940248256261	IM_158
13	20280001	20670000	4.73874964094614	IM_158
13	20670001	94650000	3.07185153228659	IM_158
13	94650001	94980000	1.74129281821494	IM_158
13	94980001	102750000	3.14382448282972	IM_158
13	102750001	104430000	1.97089108731373	IM_158
13	104430001	115110000	2.95056336657348	IM_158
14	20190001	31290000	3.02906519706801	IM_158
14	31290001	31890000	4.56947606193328	IM_158
14	31890001	34860000	2.97317135941263	IM_158
14	34860001	36390000	4.01023664760995	IM_158
14	36390001	50010000	2.80413477520423	IM_158
14	50010001	50970000	4.41289463430452	IM_158
14	50970001	73470000	3.18112477060586	IM_158
14	73470001	74670000	3.9643003276848	IM_158
14	74670001	107310000	3.14837256029386	IM_158
15	22320001	40290000	3.02314909213413	IM_158
15	40290001	44940000	3.7708716037578	IM_158
15	44940001	50490000	2.97170199237642	IM_158
15	50490001	51030000	4.38221460577638	IM_158
15	51030001	102390000	3.11901721319911	IM_158
16	90001	26700000	3.45830711284015	IM_158
16	26700001	31260000	4.76798506449498	IM_158
16	31260001	31950000	3.8773138795653	IM_158
16	34230001	90150000	2.19478468607283	IM_158
17	1	53400000	3.23444384559277	IM_158
17	53400001	53940000	4.0859282258651	IM_158
17	53940001	56490000	3.03938230134637	IM_158
17	56490001	61230000	3.90110145717502	IM_158
17	61230001	61740000	17.7004672287245	IM_158
17	61740001	73080000	3.26600423170314	IM_158
17	73080001	73440000	4.86963325476953	IM_158
17	73440001	81090000	3.39556239353379	IM_158
18	150001	14940000	3.0326261488783	IM_158
18	18540001	19800000	5.03506777391382	IM_158
18	19800001	20460000	3.72957717365918	IM_158
18	20460001	21090000	4.6290184816678	IM_158
18	21090001	22170000	5.71461743057321	IM_158
18	22170001	31740000	4.1919733770432	IM_158
18	31740001	78030000	3.0106837296591	IM_158
19	270001	4740000	2.76435893816267	IM_158
19	4740001	4950000	4.39154293731085	IM_158
19	4950001	5730000	2.61750860831153	IM_158
19	5730001	15480000	6.06452220982172	IM_158
19	15480001	21750000	5.08375275690683	IM_158
19	21960001	29130000	3.19224299686397	IM_158
19	29130001	30330000	31.7779535193769	IM_158
19	30330001	30630000	19.3873589758577	IM_158
19	30630001	30780000	9.53259384890791	IM_158
19	30780001	31110000	3.12084017305466	IM_158
19	31110001	33150000	2.1483252605053	IM_158
19	33150001	34320000	3.40579641874045	IM_158
19	34320001	34980000	5.07956574933053	IM_158
19	34980001	59100000	3.25113522035319	IM_158
20	60001	22650000	5.01783147170544	IM_158
20	22650001	23640000	6.23345206702565	IM_158
20	23640001	2.4e+07	3.70246110805617	IM_158
20	24000001	25260000	5.70410609870038	IM_158
20	25260001	30090000	6.27832572108877	IM_158
20	30090001	45900000	7.34927396945719	IM_158
20	45900001	46230000	11.0981118122192	IM_158
20	46230001	62910000	7.1261704671239	IM_158
21	15480001	16650000	2.11054753166728	IM_158
21	16650001	48090000	3.22350757770174	IM_158
22	17280001	46590000	3.22298714790055	IM_158
22	46590001	51180000	1.1676202438673	IM_158
1	840001	5820000	2.96749626337173	JBLAB-4116
1	5820001	12750000	4.1490264516748	JBLAB-4116
1	12750001	1.8e+07	3.15359025013186	JBLAB-4116
1	18000001	19110000	2.26428509051012	JBLAB-4116
1	19110001	20190000	3.23884553925014	JBLAB-4116
1	20190001	20970000	2.65124967226468	JBLAB-4116
1	20970001	21510000	3.57525722886617	JBLAB-4116
1	21510001	22380000	5.1129026500205	JBLAB-4116
1	22380001	26940000	3.08232384436374	JBLAB-4116
1	26940001	27450000	4.6874642570089	JBLAB-4116
1	27450001	29070000	3.69694018753143	JBLAB-4116
1	29070001	37920000	2.88112495841872	JBLAB-4116
1	37920001	39240000	3.90158523691381	JBLAB-4116
1	39240001	42960000	5.09166429251144	JBLAB-4116
1	42960001	45870000	3.96314211061669	JBLAB-4116
1	45870001	46830000	4.7821590146554	JBLAB-4116
1	46830001	48630000	3.65398867551992	JBLAB-4116
1	48630001	49710000	2.41108394349129	JBLAB-4116
1	49710001	53550000	3.23865457934328	JBLAB-4116
1	53550001	56040000	3.96176850559637	JBLAB-4116
1	56040001	57300000	4.98555735761177	JBLAB-4116
1	57300001	58980000	4.02537114389166	JBLAB-4116
1	58980001	62130000	4.85618545865701	JBLAB-4116
1	62130001	63300000	5.76960349656154	JBLAB-4116
1	63300001	64650000	4.79029229563073	JBLAB-4116
1	64650001	86640000	3.64942982282696	JBLAB-4116
1	86640001	89880000	2.89224428737409	JBLAB-4116
1	89880001	95580000	2.05194617471226	JBLAB-4116
1	95580001	9.9e+07	3.22610646308297	JBLAB-4116
1	99000001	100320000	4.61835994947441	JBLAB-4116
1	100320001	100710000	3.11884015332155	JBLAB-4116
1	100710001	105930000	2.14184390029427	JBLAB-4116
1	105930001	1.11e+08	3.97561341958582	JBLAB-4116
1	111000001	112080000	2.77020345099944	JBLAB-4116
1	112080001	114510000	3.68828739261319	JBLAB-4116
1	114510001	114990000	2.22690126073029	JBLAB-4116
1	114990001	116070000	3.94509418080936	JBLAB-4116
1	116070001	116940000	5.29444056719884	JBLAB-4116
1	116940001	121260000	3.15070183868008	JBLAB-4116
1	121320001	146580000	4.4959566590485	JBLAB-4116
1	146580001	147150000	6.19832248095852	JBLAB-4116
1	147150001	1.5e+08	4.31242170168955	JBLAB-4116
1	150000001	152040000	6.33501219244554	JBLAB-4116
1	152040001	153450000	5.09892506236896	JBLAB-4116
1	153450001	154110000	7.59944968925466	JBLAB-4116
1	154110001	155340000	5.90138467365557	JBLAB-4116
1	155340001	155520000	7.89264409223462	JBLAB-4116
1	155520001	157110000	6.03885778822858	JBLAB-4116
1	157140001	158850000	5.16911573651793	JBLAB-4116
1	158850001	159420000	4.13395333169882	JBLAB-4116
1	159420001	163800000	2.84007750712087	JBLAB-4116
1	163800001	176220000	3.89460197044548	JBLAB-4116
1	176220001	177900000	3.21614529894567	JBLAB-4116
1	177900001	183420000	4.12291815475322	JBLAB-4116
1	183420001	196980000	2.24277403529938	JBLAB-4116
1	196980001	197280000	3.77610795418081	JBLAB-4116
1	197280001	198420000	2.07563894382655	JBLAB-4116
1	198420001	201420000	3.14137911699957	JBLAB-4116
1	201420001	202290000	4.07661558139272	JBLAB-4116
1	202290001	204180000	3.0323057904698	JBLAB-4116
1	204180001	204600000	4.13498515633857	JBLAB-4116
1	204600001	208440000	3.10332272415738	JBLAB-4116
1	208440001	210240000	2.62435665544173	JBLAB-4116
1	210240001	221070000	1.99405434461969	JBLAB-4116
1	221070001	225060000	2.99222361471851	JBLAB-4116
1	225060001	234630000	5.85970654455261	JBLAB-4116
1	234630001	235500000	7.23218390548062	JBLAB-4116
1	235500001	236790000	5.66647527314475	JBLAB-4116
1	236790001	242190000	4.49266695331037	JBLAB-4116
1	242190001	243030000	3.8276588549732	JBLAB-4116
1	243390001	249210000	5.74417721808389	JBLAB-4116
2	30001	9060000	3.29561584280693	JBLAB-4116
2	9060001	9990000	5.06691658001473	JBLAB-4116
2	9990001	20400000	3.27078377308526	JBLAB-4116
2	20400001	20850000	4.77923220970134	JBLAB-4116
2	20850001	24060000	3.14947095400511	JBLAB-4116
2	24060001	25140000	4.83385975853334	JBLAB-4116
2	25140001	27870000	3.49384262771865	JBLAB-4116
2	27870001	29220000	4.21656150038456	JBLAB-4116
2	29220001	32070000	3.38002848228979	JBLAB-4116
2	32070001	32940000	4.5288456650961	JBLAB-4116
2	32940001	112740000	3.47377603923721	JBLAB-4116
2	112740001	114990000	4.4383996514518	JBLAB-4116
2	114990001	151950000	3.23216397544328	JBLAB-4116
2	151950001	152310000	4.79902736337679	JBLAB-4116
2	152310001	233460000	3.34762176529909	JBLAB-4116
2	233460001	234420000	4.2299145398876	JBLAB-4116
2	234420001	237750000	3.48002162001994	JBLAB-4116
2	237750001	238110000	5.29590152097367	JBLAB-4116
2	238110001	242850000	3.29902393134877	JBLAB-4116
2	242850001	2.43e+08	0.401901042220956	JBLAB-4116
3	90001	4740000	2.54142018224541	JBLAB-4116
3	4740001	5340000	3.4251028778515	JBLAB-4116
3	5340001	8490000	2.28018302102595	JBLAB-4116
3	8490001	13680000	2.85754331601009	JBLAB-4116
3	13680001	13920000	5.78189698185301	JBLAB-4116
3	13920001	63450000	2.84678440699832	JBLAB-4116
3	63450001	64380000	7.52366003915603	JBLAB-4116
3	64380001	65850000	6.13760053323972	JBLAB-4116
3	65850001	68280000	7.71233233785953	JBLAB-4116
3	68280001	69660000	5.30489518326766	JBLAB-4116
3	69660001	71940000	6.1689437095906	JBLAB-4116
3	71940001	73710000	4.94255679510767	JBLAB-4116
3	73710001	77400000	4.00284019834133	JBLAB-4116
3	77400001	81810000	4.78329738474741	JBLAB-4116
3	81810001	90180000	3.76399340374009	JBLAB-4116
3	90180001	96870000	5.06442756348752	JBLAB-4116
3	96870001	116550000	3.96400705290213	JBLAB-4116
3	116550001	134340000	4.72249985334113	JBLAB-4116
3	134340001	135690000	3.92656591821624	JBLAB-4116
3	135690001	167670000	4.82037285603822	JBLAB-4116
3	167670001	174660000	7.42283588862466	JBLAB-4116
3	174660001	176580000	5.9368439567557	JBLAB-4116
3	176580001	178140000	6.88600131484202	JBLAB-4116
3	178140001	181470000	5.3841620801814	JBLAB-4116
3	181470001	183240000	6.70965951597575	JBLAB-4116
3	183240001	197820000	5.94170669719301	JBLAB-4116
4	90001	2250000	1.99848668950277	JBLAB-4116
4	2250001	3270000	3.37417754242162	JBLAB-4116
4	3270001	151590000	1.99242418001329	JBLAB-4116
4	151590001	152610000	2.99763346008087	JBLAB-4116
4	152610001	164640000	2.05906377717132	JBLAB-4116
4	164640001	165960000	0.860277106647211	JBLAB-4116
4	165960001	190800000	1.97939455594462	JBLAB-4116
5	60001	1.5e+07	4.08704427681588	JBLAB-4116
5	15000001	16500000	3.25661974495943	JBLAB-4116
5	16500001	45900000	3.96807819808788	JBLAB-4116
5	49560001	53490000	1.87903736087933	JBLAB-4116
5	53490001	55410000	1.09866074856329	JBLAB-4116
5	55410001	56130000	2.71541530503611	JBLAB-4116
5	56130001	93120000	1.01603343453699	JBLAB-4116
5	93120001	151440000	2.95327394985532	JBLAB-4116
5	151470001	153360000	2.1702732607889	JBLAB-4116
5	153360001	153960000	2.95401710481457	JBLAB-4116
5	153960001	155340000	3.85288859685803	JBLAB-4116
5	155340001	162060000	2.8178304128577	JBLAB-4116
5	162060001	162270000	4.79544585869313	JBLAB-4116
5	162270001	180690000	2.82947520368714	JBLAB-4116
6	210001	2340000	3.03769005728305	JBLAB-4116
6	2340001	3900000	2.42162174667401	JBLAB-4116
6	3900001	11160000	3.15008637829818	JBLAB-4116
6	11160001	11640000	6.56764223291511	JBLAB-4116
6	11640001	20490000	3.1536849655999	JBLAB-4116
6	20490001	21210000	4.21360184231181	JBLAB-4116
6	21210001	31500000	2.89399867455565	JBLAB-4116
6	31500001	31890000	4.62055595306186	JBLAB-4116
6	31920001	34950000	3.15231167491547	JBLAB-4116
6	34950001	35310000	4.15600134350472	JBLAB-4116
6	35310001	56760000	2.95211287967249	JBLAB-4116
6	56760001	81150000	1.93632013902752	JBLAB-4116
6	81150001	81960000	0.998154077813865	JBLAB-4116
6	81960001	111660000	1.92603289913213	JBLAB-4116
6	111660001	113220000	3.0761170755216	JBLAB-4116
6	113220001	170910000	2.05135682438902	JBLAB-4116
7	30001	47400000	4.05942490876406	JBLAB-4116
7	47400001	47940000	5.77331372606269	JBLAB-4116
7	47940001	55500000	3.88287115152071	JBLAB-4116
7	55500001	56160000	5.67194674788062	JBLAB-4116
7	56190001	104550000	3.87923288956306	JBLAB-4116
7	104550001	105210000	5.30140949038388	JBLAB-4116
7	105210001	127680000	3.62122504646311	JBLAB-4116
7	127680001	128460000	5.53859318760833	JBLAB-4116
7	128460001	146010000	3.69912927476837	JBLAB-4116
7	146010001	147360000	5.04552516954245	JBLAB-4116
7	147360001	148260000	3.21714575993197	JBLAB-4116
7	148260001	152400000	3.84356598323048	JBLAB-4116
7	152400001	159120000	3.28827531128524	JBLAB-4116
8	180001	3.6e+07	0.921080256807512	JBLAB-4116
8	36000001	47520000	3.05953695081563	JBLAB-4116
8	47610001	62100000	4.86365351103849	JBLAB-4116
8	62100001	62640000	4.17032497343608	JBLAB-4116
8	62640001	66510000	3.43832083524317	JBLAB-4116
8	66510001	71940000	4.15930931873515	JBLAB-4116
8	71940001	73800000	3.38012521830551	JBLAB-4116
8	73800001	85770000	4.10000248599138	JBLAB-4116
8	85770001	142470000	4.91554953352507	JBLAB-4116
8	142470001	144330000	2.46557336390851	JBLAB-4116
8	144330001	146310000	3.23149604926239	JBLAB-4116
9	210001	37860000	2.92030519132592	JBLAB-4116
9	37860001	75570000	1.92255148907484	JBLAB-4116
9	75570001	76020000	3.21243012548766	JBLAB-4116
9	76020001	90600000	1.92802295281322	JBLAB-4116
9	90600001	117900000	2.99208374304215	JBLAB-4116
9	117900001	123300000	2.34637262190788	JBLAB-4116
9	123300001	130200000	3.15434799779309	JBLAB-4116
9	130200001	1.41e+08	4.02087185614136	JBLAB-4116
10	120001	66900000	1.97355468627323	JBLAB-4116
10	66900001	69450000	2.87061684460242	JBLAB-4116
10	69480001	71160000	3.69067372476642	JBLAB-4116
10	71160001	73650000	2.99553447203747	JBLAB-4116
10	73650001	74370000	5.49741677915776	JBLAB-4116
10	74370001	77490000	3.57161537211887	JBLAB-4116
10	77490001	103230000	2.81215055894573	JBLAB-4116
10	103230001	106200000	4.18782509917724	JBLAB-4116
10	106200001	111630000	3.20633624593842	JBLAB-4116
10	111630001	135420000	3.84195416445814	JBLAB-4116
11	210001	4080000	2.99632737225276	JBLAB-4116
11	4080001	8070000	2.33931775732613	JBLAB-4116
11	8070001	13650000	3.03984455475956	JBLAB-4116
11	13650001	32190000	3.6566653656278	JBLAB-4116
11	32190001	33390000	4.79273321684501	JBLAB-4116
11	33390001	77400000	3.66802343397226	JBLAB-4116
11	77400001	78300000	20.0744397399521	JBLAB-4116
11	78300001	82140000	15.6328080251137	JBLAB-4116
11	82140001	83280000	12.008861947263	JBLAB-4116
11	83280001	83910000	9.66392529406484	JBLAB-4116
11	83910001	84120000	12.518686435138	JBLAB-4116
11	84120001	84390000	1.53255443201483	JBLAB-4116
11	84390001	85080000	14.5572734408572	JBLAB-4116
11	85080001	87030000	17.7046295048354	JBLAB-4116
11	87030001	89280000	15.9320155566322	JBLAB-4116
11	89850001	92370000	0.955034802367957	JBLAB-4116
11	92370001	92940000	13.9940093473823	JBLAB-4116
11	92940001	93120000	1.66221282026517	JBLAB-4116
11	93120001	97740000	6.46973355725869	JBLAB-4116
11	97740001	98220000	3.99003500828243	JBLAB-4116
11	98220001	98430000	18.3479054963728	JBLAB-4116
11	98430001	98880000	1.17193599598819	JBLAB-4116
11	98880001	100560000	16.1858006710821	JBLAB-4116
11	100560001	102330000	18.6558372501949	JBLAB-4116
11	102330001	117660000	0.953698966342233	JBLAB-4116
11	117660001	134940000	1.84564399958759	JBLAB-4116
12	180001	11670000	2.74893340429	JBLAB-4116
12	11670001	13380000	3.70151784143977	JBLAB-4116
12	13380001	62220000	2.85110495678489	JBLAB-4116
12	62220001	77430000	5.58039628220396	JBLAB-4116
12	77430001	93210000	4.8111353891056	JBLAB-4116
12	93210001	93870000	6.07243438524197	JBLAB-4116
12	93870001	113880000	4.67885394783195	JBLAB-4116
12	113880001	116370000	3.91009209370794	JBLAB-4116
12	116370001	117540000	5.29033943016245	JBLAB-4116
12	117540001	118200000	4.01601652672785	JBLAB-4116
12	118200001	118890000	5.0910547763237	JBLAB-4116
12	118890001	120090000	3.61702501555491	JBLAB-4116
12	120090001	120660000	4.71613284238356	JBLAB-4116
12	120660001	124770000	5.53151342173037	JBLAB-4116
12	124770001	125610000	9.43941310830193	JBLAB-4116
12	125610001	133830000	4.08611920935667	JBLAB-4116
13	19530001	21330000	2.14078017921028	JBLAB-4116
13	21330001	22080000	1.23882776922009	JBLAB-4116
13	22080001	22920000	2.18450218464812	JBLAB-4116
13	22920001	23430000	3.08495814311651	JBLAB-4116
13	23430001	38970000	1.93046973451266	JBLAB-4116
13	38970001	41610000	2.91706515920002	JBLAB-4116
13	41610001	115110000	2.04205905376034	JBLAB-4116
14	20190001	20970000	3.08994632781078	JBLAB-4116
14	20970001	21210000	9.92454173725027	JBLAB-4116
14	21210001	21840000	13.1422604541586	JBLAB-4116
14	21840001	22290000	8.28434649014771	JBLAB-4116
14	22290001	22590000	3.85707354989363	JBLAB-4116
14	22590001	28230000	1.96263703293946	JBLAB-4116
14	28320001	31350000	2.8419145612246	JBLAB-4116
14	31350001	32040000	3.8514267311461	JBLAB-4116
14	32040001	39420000	1.9558521490399	JBLAB-4116
14	39420001	44730000	3.01355317896396	JBLAB-4116
14	44730001	46110000	1.80181463328201	JBLAB-4116
14	46110001	48570000	3.02098464474066	JBLAB-4116
14	48570001	49830000	3.86872857340263	JBLAB-4116
14	49830001	50430000	5.45288729884706	JBLAB-4116
14	50430001	50790000	3.76439368486977	JBLAB-4116
14	50790001	56400000	3.10275717580892	JBLAB-4116
14	56400001	77100000	2.04592835174238	JBLAB-4116
14	77100001	77940000	2.80638245779539	JBLAB-4116
14	77940001	79140000	7.14609282413944	JBLAB-4116
14	79140001	82050000	5.05834512132294	JBLAB-4116
14	82050001	82830000	2.74274788557898	JBLAB-4116
14	82830001	83220000	4.08678730669261	JBLAB-4116
14	83220001	90900000	1.95918144444369	JBLAB-4116
14	90900001	92640000	2.49112556989185	JBLAB-4116
14	92640001	102270000	1.931050435901	JBLAB-4116
14	102270001	104730000	2.73865669934486	JBLAB-4116
14	104730001	107310000	1.89491962531725	JBLAB-4116
15	22320001	22590000	3.27892697742253	JBLAB-4116
15	22770001	58770000	1.9205213623726	JBLAB-4116
15	58770001	6e+07	2.55545193934522	JBLAB-4116
15	60000001	63060000	1.84355133264246	JBLAB-4116
15	63060001	63480000	3.93275576118117	JBLAB-4116
15	63480001	86400000	2.10651495170181	JBLAB-4116
15	86400001	89490000	1.54536267190062	JBLAB-4116
15	89490001	92760000	2.133252851451	JBLAB-4116
15	92760001	102390000	2.84209828542679	JBLAB-4116
16	90001	5040000	2.2880562723349	JBLAB-4116
16	5040001	6240000	1.42391636118037	JBLAB-4116
16	6240001	8730000	3.32651991487652	JBLAB-4116
16	8730001	9270000	4.46209083308443	JBLAB-4116
16	9270001	12990000	3.26795904476066	JBLAB-4116
16	12990001	14010000	2.56361345257355	JBLAB-4116
16	14010001	15720000	3.23521788527458	JBLAB-4116
16	15720001	16890000	4.25093382289923	JBLAB-4116
16	16890001	53850000	2.86647196074418	JBLAB-4116
16	53850001	90150000	1.94711925100159	JBLAB-4116
17	1	2940000	2.38286828965358	JBLAB-4116
17	3000001	3540000	1.50543633104923	JBLAB-4116
17	3540001	9840000	2.02714555352755	JBLAB-4116
17	9840001	11310000	1.4281448260333	JBLAB-4116
17	11310001	35760000	2.04113405463502	JBLAB-4116
17	35760001	36210000	3.30267321897941	JBLAB-4116
17	36480001	42960000	2.23937335286984	JBLAB-4116
17	42960001	49350000	3.44955878606408	JBLAB-4116
17	49350001	54900000	2.64949345213332	JBLAB-4116
17	54900001	57810000	3.28491856487701	JBLAB-4116
17	57810001	57990000	5.47078571730851	JBLAB-4116
17	58140001	76050000	3.11515915876644	JBLAB-4116
17	76050001	76500000	4.78161696675843	JBLAB-4116
17	76500001	81090000	3.18099856768638	JBLAB-4116
18	150001	2490000	4.80070990633616	JBLAB-4116
18	2490001	3660000	5.89016640844004	JBLAB-4116
18	3660001	9060000	4.60818803369381	JBLAB-4116
18	9060001	10320000	5.63805467145311	JBLAB-4116
18	10320001	14940000	4.8146122993763	JBLAB-4116
18	18540001	31230000	4.05516943152483	JBLAB-4116
18	31230001	56340000	2.76035969633503	JBLAB-4116
18	56340001	56640000	5.53339723233666	JBLAB-4116
18	56640001	78030000	2.82071740296458	JBLAB-4116
19	270001	8100000	2.39538791185669	JBLAB-4116
19	8100001	8490000	4.26739894092269	JBLAB-4116
19	8490001	8850000	2.4448041642454	JBLAB-4116
19	8910001	10020000	10.2084496145836	JBLAB-4116
19	10020001	10290000	5.89963130080518	JBLAB-4116
19	10290001	11310000	7.66868958905571	JBLAB-4116
19	11310001	12660000	5.00427014466098	JBLAB-4116
19	12660001	13020000	5.7418046555296	JBLAB-4116
19	13020001	13380000	7.48434134043547	JBLAB-4116
19	13380001	14850000	6.03213898031681	JBLAB-4116
19	14850001	15630000	4.64280399972861	JBLAB-4116
19	15630001	16140000	3.54865927873667	JBLAB-4116
19	16140001	17250000	5.43795977073458	JBLAB-4116
19	17250001	17850000	9.55305638825816	JBLAB-4116
19	17850001	18690000	11.2132484882543	JBLAB-4116
19	18690001	32850000	3.50954016109723	JBLAB-4116
19	32850001	33660000	4.87265320112889	JBLAB-4116
19	33660001	57630000	3.87019256323078	JBLAB-4116
19	57630001	59100000	1.95572732704842	JBLAB-4116
20	60001	45420000	3.81689841613649	JBLAB-4116
20	45420001	46410000	4.56410991259998	JBLAB-4116
20	46410001	62910000	3.88383143303447	JBLAB-4116
21	15480001	30900000	2.16933404565216	JBLAB-4116
21	30900001	32490000	1.42977481991176	JBLAB-4116
21	32490001	48090000	2.1063030851484	JBLAB-4116
22	17280001	18630000	1.88650014535859	JBLAB-4116
22	18900001	20790000	3.00934908165551	JBLAB-4116
22	20790001	24570000	2.06024361386872	JBLAB-4116
22	24570001	25620000	3.25886751338965	JBLAB-4116
22	25710001	28350000	1.63357580941808	JBLAB-4116
22	28350001	29880000	2.26178207653316	JBLAB-4116
22	29880001	30120000	3.16557853716312	JBLAB-4116
22	30120001	30780000	4.50731775618582	JBLAB-4116
22	30780001	33900000	3.00355960310219	JBLAB-4116
22	33900001	35850000	0.662525328001408	JBLAB-4116
22	35850001	43080000	2.21633556450827	JBLAB-4116
22	43080001	51180000	0.993937552279362	JBLAB-4116
1	840001	1710000	8.44735167920709	JBLAB-4287
1	1710001	10020000	5.47650494423951	JBLAB-4287
1	10020001	13950000	3.24809190646064	JBLAB-4287
1	13950001	17670000	2.07411457957374	JBLAB-4287
1	17670001	19950000	1.4758676767231	JBLAB-4287
1	19950001	27630000	3.06839817042951	JBLAB-4287
1	27630001	51960000	4.97320698199032	JBLAB-4287
1	51960001	60750000	3.0766368997613	JBLAB-4287
1	60750001	110010000	3.99652044857461	JBLAB-4287
1	110010001	110970000	4.96683744328848	JBLAB-4287
1	110970001	113280000	3.83511496288403	JBLAB-4287
1	113280001	114300000	2.98515249644733	JBLAB-4287
1	114300001	121350000	4.12918784299255	JBLAB-4287
1	145380001	156990000	5.5109008118486	JBLAB-4287
1	156990001	220080000	3.95585021651996	JBLAB-4287
1	220080001	233640000	5.09569575423895	JBLAB-4287
1	233640001	234690000	2.93043549073176	JBLAB-4287
1	234690001	235500000	3.92597913361445	JBLAB-4287
1	235500001	249210000	2.80698769045097	JBLAB-4287
2	30001	19320000	2.90319319158161	JBLAB-4287
2	19320001	23340000	4.01308616013708	JBLAB-4287
2	23340001	30810000	4.88613709227322	JBLAB-4287
2	30810001	103140000	3.76585203975837	JBLAB-4287
2	103140001	107760000	2.76289266000973	JBLAB-4287
2	107760001	135750000	1.9004402864024	JBLAB-4287
2	135750001	139980000	0.881800704702841	JBLAB-4287
2	139980001	141870000	2.74924084624653	JBLAB-4287
2	141870001	142320000	1.8228794914829	JBLAB-4287
2	142320001	163980000	3.02130789275257	JBLAB-4287
2	163980001	169620000	3.94453181582084	JBLAB-4287
2	169620001	173820000	2.97628477757834	JBLAB-4287
2	173820001	175680000	3.98113697322798	JBLAB-4287
2	175680001	177090000	2.74172519160352	JBLAB-4287
2	177090001	178470000	4.15592605169087	JBLAB-4287
2	178470001	178650000	6.42239220190157	JBLAB-4287
2	178650001	206100000	4.19780265088816	JBLAB-4287
2	206100001	210090000	3.30262799490783	JBLAB-4287
2	210090001	212790000	1.96776956562146	JBLAB-4287
2	212790001	212940000	0.179835694304195	JBLAB-4287
2	212940001	2.43e+08	2.03359857190461	JBLAB-4287
3	90001	17400000	4.08200212822768	JBLAB-4287
3	17400001	51330000	3.00454193554407	JBLAB-4287
3	51330001	85440000	4.92951130688652	JBLAB-4287
3	85440001	100380000	3.49279217985977	JBLAB-4287
3	100380001	147480000	5.76977420338164	JBLAB-4287
3	147480001	150750000	4.11116286868	JBLAB-4287
3	150750001	156780000	4.83672739486256	JBLAB-4287
3	156780001	197820000	5.85327179757383	JBLAB-4287
4	90001	4590000	6.46236392004514	JBLAB-4287
4	4590001	6600000	5.18337831779994	JBLAB-4287
4	6600001	12450000	6.46083165819996	JBLAB-4287
4	12450001	19320000	4.11116286868	JBLAB-4287
4	19320001	19710000	2.00216601655523	JBLAB-4287
4	19710001	23760000	3.84809433824426	JBLAB-4287
4	23760001	24960000	5.13759511428324	JBLAB-4287
4	24960001	76920000	3.78612626732624	JBLAB-4287
4	76920001	136800000	1.96913549169984	JBLAB-4287
4	136800001	145380000	0.997985692387552	JBLAB-4287
4	145380001	190800000	2.92596320226724	JBLAB-4287
5	60001	1860000	6.06300089075763	JBLAB-4287
5	1860001	4170000	4.82191190241265	JBLAB-4287
5	4170001	10800000	6.23824494756149	JBLAB-4287
5	10800001	30750000	5.41998502061177	JBLAB-4287
5	30750001	33240000	6.04487810082405	JBLAB-4287
5	33240001	62100000	3.997124196333	JBLAB-4287
5	62130001	63060000	3.20762123519852	JBLAB-4287
5	63060001	68820000	4.1078565827564	JBLAB-4287
5	70770001	126090000	1.95720370036586	JBLAB-4287
5	126090001	131190000	3.89978379477803	JBLAB-4287
5	131190001	148170000	2.09283786473972	JBLAB-4287
5	148170001	156420000	3.76575372407374	JBLAB-4287
5	156420001	180690000	1.80139938826134	JBLAB-4287
6	210001	9630000	3.102863678978	JBLAB-4287
6	9630001	24270000	4.04736002366119	JBLAB-4287
6	24270001	26580000	5.48273646551264	JBLAB-4287
6	26580001	30390000	3.95845624676028	JBLAB-4287
6	30390001	32190000	5.05139469262462	JBLAB-4287
6	32190001	47280000	4.18677985425991	JBLAB-4287
6	47280001	51690000	3.46251623507652	JBLAB-4287
6	51690001	53610000	4.53859071872342	JBLAB-4287
6	53610001	119520000	3.80303723552187	JBLAB-4287
6	119520001	120780000	2.84336442218681	JBLAB-4287
6	120780001	127560000	3.95469776366451	JBLAB-4287
6	127560001	132120000	1.99926289435602	JBLAB-4287
6	132120001	135480000	4.08479272853692	JBLAB-4287
6	135480001	170910000	2.0822172591724	JBLAB-4287
7	30001	15390000	1.96652098535669	JBLAB-4287
7	15390001	70230000	2.93491026460183	JBLAB-4287
7	70230001	70800000	2.20046365452752	JBLAB-4287
7	70800001	71970000	3.67372797842813	JBLAB-4287
7	72720001	79770000	4.87850549544937	JBLAB-4287
7	79770001	86820000	3.73850953787942	JBLAB-4287
7	86820001	98910000	4.74654941229572	JBLAB-4287
7	98910001	100230000	5.71601870774847	JBLAB-4287
7	100230001	117660000	4.70244414596024	JBLAB-4287
7	117660001	120390000	3.44268875207383	JBLAB-4287
7	120390001	121230000	4.32147206782319	JBLAB-4287
7	121230001	128850000	3.5444192472462	JBLAB-4287
7	128850001	134700000	5.74864327441374	JBLAB-4287
